"last_name, first_name","player_id","year","pa","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_stolen_base","b_swinging_strike","r_run","r_stolen_base_pct","xba","xslg","woba","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","batted_ball"
"Adell, Jo","666176","2022","285","60","38","12","2","8",37.5,3.9,".224",".373",".264","0.637","4","199","22",,".201",".315",".278",".251",".245","87.4","16.7",33.3,"16",9.9,37.7,"99.589186914","93.836446584",36.2,51.9,"162"
"Anderson, Brian","605119","2022","383","75","50","16","1","8",26.4,9.7,".222",".346",".311","0.657","1","213","43",,".229",".379",".293",".309",".317","88.7","7.7",31.1,"23",9.7,42,"100.372461008","94.372032152",30.3,50.7,"238"
"Kim, Ha-Seong","673490","2022","582","130","87","29","3","11",17.2,8.8,".251",".383",".325","0.708","12","155","58",,".250",".368",".313",".309",".324","86.7","16.1",34,"18",4.2,32.4,"97.647567656","92.869312734",19.1,43.3,"424"
"Knizner, Andrew","668800","2022","293","56","42","10","0","4",21.2,8.9,".215",".300",".301","0.601","0","105","28",,".219",".306",".275",".280",".305","86","15.6",28.6,"7",3.5,33.2,"97.694226667","92.856279899",22.7,48.8,"199"
"Cain, Lorenzo","456715","2022","156","26","20","5","0","1",23.1,5.1,".179",".234",".231","0.465","2","74","17",,".200",".253",".212",".230",".250","87.9","3.8",21.8,"0",0,36.4,"99.010785455","93.632816636",25.8,53,"110"
"Walls, Taylor","670764","2022","466","70","42","18","2","8",25.8,11.2,".172",".285",".268","0.553","10","187","53",,".196",".304",".252",".270",".290","86.3","16.6",32.6,"18",6.2,28.5,"96.121545455","92.072558077",25.4,43,"291"
"Tapia, Raimel","606132","2022","433","109","79","20","3","7",18.7,3.7,".265",".380",".292","0.672","8","157","47",,".256",".366",".293",".286",".284","87.6","4",27.5,"17",5.1,38,"99.701438303","93.926071212",21.5,55.4,"334"
"Perdomo, Geraldo","672695","2022","500","84","67","10","2","5",20.6,10,".195",".262",".285","0.547","9","139","58",,".213",".282",".253",".269",".302","85","12.1",28.1,"7",2,25.1,"95.305189236","91.661910605",18.3,41.3,"342"
"Bolt, Skye","621450","2022","116","21","15","2","0","4",25.9,6,".198",".330",".259","0.589","5","58","10",,".198",".325",".261",".261",".259","89.2","9.3",29.9,"4",5.2,35.1,"98.380471053","93.373823467",28.5,47.2,"77"
"Higgins, P.J.","664731","2022","229","46","28","11","1","6",25.3,9.6,".229",".383",".310","0.693","0","94","23",,".205",".287",".306",".264",".290","86","8.7",34.7,"5",3.4,25.5,"95.709141571","91.886405683",27.3,43.1,"147"
"Hays, Austin","669720","2022","582","134","81","35","2","16",19.6,5.8,".250",".413",".306","0.719","2","216","66",,".240",".372",".314",".298",".298","87.7","11.3",32.3,"22",5.2,37.7,"98.997922429","93.543165976",23.5,51,"424"
"Canha, Mark","592192","2022","542","123","86","24","0","13",17.9,8.9,".266",".403",".367","0.770","3","186","71",,".245",".362",".343",".323",".351","87.7","10.9",32.2,"18",4.9,36.6,"98.317698315","93.261380654",22.1,42.9,"369"
"García, Avisaíl","541645","2022","380","80","63","9","0","8",28.7,4.5,".224",".317",".266","0.583","4","266","31",,".230",".366",".258",".281",".273","88.7","2.8",27.6,"16",6.4,44.8,"101.460367339","95.003346734",36.7,59,"250"
"Garver, Mitch","641598","2022","215","39","22","7","0","10",24.7,10.7,".207",".404",".298","0.702","1","90","23",,".222",".405",".308",".319",".313","88.9","18.4",37.2,"12",8.8,38.7,"99.517286232","93.963293942",25.3,42.3,"137"
"Castro, Willi","650489","2022","392","88","60","18","2","8",20.9,3.8,".241",".367",".284","0.651","9","205","47",,".261",".339",".285",".290",".304","84.8","13.9",35.5,"10",3.5,31.4,"97.165751549","92.663004452",28.4,58.2,"287"
"Phillips, Brett","621433","2022","225","29","18","6","0","5",41.8,7.1,".144",".249",".217","0.466","7","146","22",,".156",".244",".213",".220",".230","88.5","22.8",32.1,"5",4.5,29.5,"97.432571887","92.851488396",38.2,44.5,"112"
"Reyes, Victor","622682","2022","336","80","55","19","3","3",22.9,3.9,".254",".362",".289","0.651","2","165","27",,".261",".368",".284",".292",".297","87.9","10.9",35.5,"12",5,36.8,"98.899174333","93.571189707",27.1,56,"242"
"Santander, Anthony","623993","2022","647","138","81","24","0","33",18.9,8.5,".240",".455",".318","0.773","0","228","78",,".257",".471",".336",".352",".335","90.1","21.4",33.5,"53",11.6,43.3,"101.330998114","94.979132939",21.5,47.7,"457"
"Soler, Jorge","624585","2022","306","56","30","13","0","13",29.4,10.1,".207",".400",".295","0.695","0","167","32",,".226",".421",".305",".322",".312","91.2","13.7",33.1,"22",12.2,43.6,"103.631341","96.127923222",31.5,46,"181"
"García, Luis","671277","2022","377","99","67","23","2","7",22.3,2.9,".275",".408",".295","0.703","3","172","29",,".260",".409",".303",".305",".285","87.3","5.5",37.4,"21",7.5,36.7,"98.963627429","93.569820789",27,53.5,"281"
"Ruiz, Keibert","660688","2022","433","99","70","22","0","7",11.5,6.9,".251",".360",".313","0.673","6","98","33",,".277",".403",".299",".328",".337","88","14.9",36.3,"13",3.7,32.3,"97.283247895","92.718755058",14.9,50.9,"347"
"Gonzalez, Marwin","503556","2022","207","34","21","7","0","6",26.1,6.8,".185",".321",".255","0.576","3","85","20",,".217",".345",".257",".282",".286","88","19.4",34.1,"8",5.9,37.3,"98.901115758","93.629768931",23.1,50,"135"
"Díaz, Elias","553869","2022","381","80","51","18","2","9",21.5,6.6,".228",".368",".281","0.649","0","145","29",,".222",".339",".284",".274",".278","88.4","11.1",28.3,"16",5.9,39.3,"100.058292985","94.204058315",22.7,51.8,"272"
"Stott, Bryson","681082","2022","466","100","69","19","2","10",19.1,7.7,".234",".358",".295","0.653","12","121","58",,".237",".340",".289",".284",".297","88.1","13.1",29.4,"15",4.4,36.8,"97.97018994","93.096499761",17.2,45,"340"
"Mendick, Danny","664901","2022","106","28","20","4","1","3",21.7,6.6,".289",".443",".343","0.786","1","43","22",,".229",".327",".344",".273",".287","86.8","10.3",38.7,"3",4,20,"95.653647838","91.91142",25.3,42.2,"75"
"Franco, Wander","677551","2022","344","87","58","20","3","6",9.6,7.6,".277",".417",".328","0.745","8","71","46",,".285",".408",".323",".331",".340","87.3","8.2",35.1,"13",4.6,35.8,"98.428767413","93.287600772",13.3,51.3,"285"
"Ford, Mike","645801","2022","149","27","19","5","0","3",26.8,11.4,".206",".313",".302","0.615","0","42","9",,".212",".304",".280",".279",".307","88.7","18.1",37.4,"3",3.3,33,"99.098360652","93.698905055",21.9,35.2,"91"
"Chirinos, Robinson","455139","2022","220","35","22","9","0","4",30.5,8.6,".179",".287",".265","0.552","1","132","10",,".168",".281",".251",".245",".255","84.8","17.6",30.8,"9",6.9,33.1,"97.472003281","92.774084488",33.3,50.3,"130"
"Delay, Jason","641511","2022","167","33","26","6","0","1",29.9,5.4,".213",".271",".265","0.536","0","96","17",,".200",".251",".243",".230",".253","84.9","15.7",31.1,"2",1.9,28.3,"95.000275094","91.571062286",31.2,54.5,"106"
"Machín, Vimael","605353","2022","253","49","36","12","0","1",18.6,9.9,".220",".287",".300","0.587","1","68","26",,".243",".343",".268",".301",".323","89.3","10.2",36.3,"7",3.9,39.1,"98.588009667","93.53259419",17.9,44.7,"179"
"Bogaerts, Xander","593428","2022","631","171","118","38","0","15",18.7,9,".307",".456",".377","0.833","8","254","84",,".259",".383",".363",".323",".338","88.1","10.2",30.3,"29",6.5,39.5,"99.97943964","94.08380455",24.8,45.7,"446"
"Nevin, Tyler","663527","2022","184","31","25","4","0","2",25,10.9,".197",".261",".299","0.560","0","82","17",,".214",".326",".261",".293",".316","87.3","17.7",34.2,"4",3.5,37.7,"98.356865263","93.376842655",26.8,45.6,"114"
"Moniak, Mickey","666160","2022","112","18","11","3","1","3",39.3,3.6,".170",".302",".207","0.509","1","77","13",,".158",".265",".223",".206",".196","84.9","19.1",22.2,"5",7.9,31.7,"98.719537419","93.466598689",37.9,58.3,"63"
"Segura, Jean","516416","2022","387","98","79","9","0","10",15,6.5,".277",".387",".336","0.723","13","109","45",,".254",".363",".320",".303",".316","87.6","4.3",28.3,"13",4.4,38.4,"99.507672313","93.804578639",18.5,48.8,"297"
"Kirilloff, Alex","666135","2022","156","36","26","7","0","3",23.1,3.2,".250",".361",".290","0.651","0","52","14",,".228",".365",".286",".278",".270","89.3","6.1",28.2,"7",6.4,45.5,"99.634929455","94.165907909",20.1,50.3,"110"
"Steer, Spencer","668715","2022","108","20","13","5","0","2",24.1,10.2,".211",".326",".306","0.632","0","32","12",,".209",".308",".287",".281",".305","84.7","13.6",30.4,"4",5.8,31.9,"96.403368857","92.284970435",21.2,41.8,"69"
"Brown, Seth","664913","2022","555","115","61","26","3","25",26.3,9.2,".230",".444",".305","0.749","11","273","55",,".251",".454",".323",".338",".324","89.2","15.8",34.9,"46",13,41.4,"101.723429266","95.001222068",29.6,48.3,"355"
"Suárez, Eugenio","553993","2022","629","128","71","24","2","31",31.2,11.6,".236",".459",".332","0.791","0","317","76",,".220",".454",".344",".339",".321","89.8","19.9",36.4,"52",14.8,43.5,"100.691818466","94.681885812",33.1,41.8,"352"
"Gonzalez, Oscar","660757","2022","382","107","69","27","0","11",19.6,3.9,".296",".461",".327","0.788","1","187","39",,".279",".422",".339",".320",".313","88.6","5.4",32.5,"21",7.3,40.1,"101.045260903","94.682138153",26.7,59.3,"289"
"Solano, Donovan","456781","2022","304","79","59","16","0","4",20.1,6.3,".284",".385",".339","0.724","0","102","22",,".268",".393",".319",".315",".325","88.3","10.7",36.1,"13",5.9,41.2,"98.956029815","93.601690602",20.9,49.5,"219"
"Realmuto, J.T.","592663","2022","562","139","86","26","5","22",21.2,7.3,".276",".478",".342","0.820","21","245","75",,".275",".463",".354",".351",".342","90.3","13.1",35.6,"44",11.3,47.2,"101.252893641","95.157569177",25.7,49,"390"
"Arenado, Nolan","571448","2022","620","163","90","42","1","30",11.6,8.4,".293",".533",".358","0.891","5","184","73",,".266",".445",".381",".339",".335","88.8","21.7",35.4,"40",8.2,38.9,"99.558566721","93.952810862",19.1,48.4,"489"
"Ward, Taylor","621493","2022","564","139","92","22","2","23",21.3,10.6,".281",".473",".360","0.833","5","177","73",,".268",".474",".362",".361",".352","90","15.8",41.8,"47",12.4,42.9,"100.184571947","94.439550026",22.2,41.4,"380"
"Abreu, José","547989","2022","679","183","128","40","0","15",16.2,9.1,".304",".446",".378","0.824","0","249","85",,".296",".486",".361",".373",".372","92.2","8",34.5,"47",9.5,51.8,"102.953606518","96.20270568",23.2,47.3,"495"
"Demeritte, Travis","641513","2022","96","19","14","2","0","3",33.3,6.3,".213",".337",".260","0.597","0","53","9",,".211",".333",".263",".263",".261","88.8","9.7",34.5,"4",6.9,37.9,"100.223234828","94.186779655",38.2,43.3,"58"
"Siri, Jose","642350","2022","325","64","42","13","2","7",33.2,6.2,".213",".339",".268","0.607","14","205","53",,".207",".323",".268",".261",".262","87.2","15.4",35.1,"12",6.2,33,"99.295575789","93.653804368",35.9,51.7,"194"
"Vosler, Jason","613564","2022","111","26","15","6","1","4",26.1,9,".265",".469",".342","0.811","1","40","14",,".244",".376",".349",".312",".326","84.7","15.2",41.4,"3",4.3,25.7,"96.156387143","92.284307101",25.9,47,"70"
"Mazeika, Patrick","664850","2022","72","13","8","4","0","1",12.5,2.8,".191",".294",".214","0.508","0","20","4",,".188",".284",".222",".218",".211","84.5","15.4",29.5,"2",3.3,18,"93.467468276","90.797627414",14.9,49.6,"61"
"Hilliard, Sam","656541","2022","200","32","23","6","1","2",28.5,11.5,".184",".264",".280","0.544","5","125","26",,".216",".361",".251",".303",".312","92","13.4",27.7,"11",9.2,48.7,"102.616565833","95.872595546",34.8,43.9,"119"
"Robles, Victor","645302","2022","407","82","64","10","2","6",25.6,4.2,".224",".311",".273","0.584","15","186","42",,".203",".280",".260",".244",".256","84.6","15.8",29.2,"9",3.2,23.8,"96.221152581","92.171514939",27.2,53.8,"277"
"Trout, Mike","545361","2022","499","124","54","28","2","40",27.9,10.8,".283",".630",".369","0.999","1","234","85",,".265",".583",".418",".395",".354","91.6","24.6",37.7,"59",19.7,51,"104.135929733","96.5588815",30.2,43.4,"300"
"Fletcher, David","664058","2022","228","55","43","9","1","2",7,3.1,".255",".333",".288","0.621","1","38","20",,".285",".344",".275",".295",".317","82.1","15",41.1,"0",0,7.4,"91.09124866","89.628919691",12.2,48.4,"202"
"Gallo, Joey","608336","2022","410","56","27","8","2","19",39.8,13.7,".160",".357",".280","0.637","3","307","48",,".167",".371",".286",".294",".286","89.6","23.8",29.3,"33",17.6,50.5,"103.219150538","95.983145645",40.6,47.4,"188"
"Gamel, Ben","592325","2022","423","86","55","20","2","9",23.2,11.3,".232",".369",".324","0.693","5","152","42",,".244",".372",".308",".316",".335","88.8","11.3",38,"17",6.2,37.6,"99.298905","93.815298881",23.8,43.1,"274"
"Haase, Eric","606992","2022","351","82","50","17","1","14",27.6,6.8,".254",".443",".305","0.748","0","211","41",,".239",".399",".322",".302",".292","87.7","17",32.3,"20",8.7,42.4,"100.507001491","94.311526476",32.8,51.4,"229"
"Schwarber, Kyle","656941","2022","669","126","56","21","3","46",29.9,12.9,".218",".504",".323","0.827","10","300","100",,".237",".535",".355",".375",".341","93.3","19.2",35.4,"76",20.1,54.4,"104.793857287","97.247555372",29,40.6,"379"
"Jansen, Danny","643376","2022","248","56","31","10","0","15",17.7,10.1,".260",".516",".339","0.855","1","88","34",,".261",".511",".364",".366",".342","90.4","22.2",34.7,"23",13.1,46.6,"101.172294886","95.039463314",21.8,45.3,"176"
"Duran, Jarren","680776","2022","223","45","25","14","3","3",28.3,6.3,".221",".363",".283","0.646","7","103","23",,".219",".353",".284",".282",".281","89.3","7.6",27.5,"11",7.7,38,"99.170221176","93.807350882",28.2,49.9,"142"
"Meyers, Jake","676694","2022","160","34","25","6","2","1",33.8,4.4,".227",".313",".269","0.582","2","86","13",,".205",".292",".258",".251",".254","87.3","7.2",30.9,"5",5.2,37.1,"98.54444","93.291333191",31.2,47.4,"97"
"Arroyo, Christian","624414","2022","300","80","57","16","1","6",16.3,4.3,".286",".414",".322","0.736","5","101","32",,".292",".430",".319",".330",".330","88.9","9.1",34.9,"15",6.4,42.1,"100.637264188","94.490642232",20.5,57.5,"235"
"Grissom, Vaughn","687093","2022","156","41","30","6","0","5",21.8,7.1,".291",".440",".353","0.793","5","65","24",,".259",".412",".345",".326",".328","84.6","9",35.2,"8",7.4,34.3,"97.006606667","92.504939352",25.6,51.9,"108"
"Nootbaar, Lars","663457","2022","347","66","33","16","3","14",20.5,14.7,".228",".448",".340","0.788","4","118","53",,".247",".414",".342",".346",".360","91.7","10.7",30.4,"27",12.1,46,"101.790400273","95.340542192",23.5,39.2,"224"
"Franco, Maikel","596748","2022","388","85","61","15","0","9",19.3,3.1,".229",".342",".255","0.597","1","183","31",,".243",".351",".261",".272",".270","87","11.5",33.1,"14",4.7,34.4,"98.818458378","93.432468176",28,53.6,"299"
"Bart, Joey","663698","2022","291","56","39","6","0","11",38.5,8.9,".215",".364",".296","0.660","2","188","34",,".210",".370",".294",".296",".292","87.3","16.3",32.2,"15",10.1,43,"101.289725342","94.721199726",38,47.2,"149"
"Bregman, Alex","608324","2022","656","142","81","38","0","23",11.7,13.3,".259",".454",".366","0.820","1","133","93",,".257",".416",".358",".350",".369","88.9","19.5",36.2,"35",7.3,37.8,"98.378645333","93.364139021",14.9,40.3,"481"
"Miller, Brad","543543","2022","241","47","37","3","0","7",29,7.5,".212",".320",".270","0.590","4","146","20",,".205",".344",".263",".269",".264","91.1","14.1",27.5,"12",7.8,39.9,"100.033437368","94.372039868",36.3,50.7,"153"
"McCann, James","543510","2022","191","34","25","6","0","3",24.1,5.8,".195",".282",".257","0.539","3","91","19",,".237",".411",".243",".309",".295","90.2","16.3",33.8,"9",6.9,40.8,"100.237659692","94.399973876",28.3,51.6,"130"
"Duran, Ezequiel","677649","2022","220","49","33","10","1","5",24.5,5.5,".236",".365",".277","0.642","4","106","25",,".216",".317",".282",".256",".259","85.9","9.5",24.7,"7",4.5,31.8,"97.9242875","93.124773224",28.9,55.7,"154"
"Simmons, Andrelton","592743","2022","85","13","12","1","0","0",15.3,8.2,".173",".187",".244","0.431","4","24","8",,".158",".189",".204",".199",".232","81.4","1.1",20,"0",0,10.8,"90.980371333","89.957394833",17.8,49,"65"
"Yelich, Christian","592885","2022","671","145","102","25","4","14",24.1,13.1,".252",".383",".355","0.738","19","253","99",,".258",".404",".328",".339",".360","91.5","3.6",30.3,"34",8.2,48.6,"102.984892126","96.020852446",25,43.2,"416"
"Cruz, Oneil","665833","2022","361","77","43","13","4","17",34.9,7.8,".233",".450",".294","0.744","10","184","45",,".223",".410",".320",".304",".286","91.9","8.3",30.6,"32",15.5,46.1,"104.662067282","96.683239073",35.4,40.5,"206"
"Freeman, Tyler","671289","2022","86","19","16","3","0","0",12.8,4.7,".247",".286",".314","0.600","1","25","9",,".229",".286",".274",".270",".302","85.9","10.3",28.4,"1",1.5,26.9,"96.960101818","92.566031846",18.5,50.7,"67"
"Moran, Colin","592567","2022","128","23","15","3","0","5",23.4,12.5,".211",".376",".305","0.681","0","64","11",,".233",".383",".300",".318",".328","90.4","10.3",30.5,"7",8.5,39,"99.499238293","94.098082593",27.7,49.8,"82"
"India, Jonathan","663697","2022","431","96","68","16","2","10",21.8,7.2,".249",".378",".327","0.705","3","141","48",,".238",".353",".314",".301",".318","85.1","14.5",36,"14",4.8,28.8,"97.40599669","92.71951917",23.6,41.3,"292"
"Wynns, Austin","642851","2022","177","42","32","7","0","3",21.5,5.6,".259",".358",".313","0.671","0","59","14",,".223",".318",".298",".267",".279","84.1","10.4",31.7,"5",4,27,"96.162621587","92.1438544",22.9,43.5,"126"
"Stallings, Jacob","607732","2022","384","77","61","12","0","4",21.6,7.6,".223",".292",".292","0.584","0","126","25",,".221",".312",".265",".274",".292","86.7","12.9",33.5,"9",3.4,32.3,"96.725527727","92.385356023",22.7,43.7,"266"
"Merrifield, Whit","593160","2022","550","126","86","28","1","11",15.5,6.9,".250",".375",".298","0.673","16","176","70",,".240",".356",".294",".288",".292","87.1","15.1",37.9,"18",4.2,31.1,"96.383459857","92.27510481",19.4,50.9,"427"
"Moore, Dylan","664238","2022","255","46","27","11","2","6",29.4,13.3,".224",".385",".368","0.753","21","104","41",,".202",".360",".338",".322",".350","87.2","20.7",39.4,"17",12.9,36.4,"98.982847692","93.508799615",27.6,38.7,"132"
"Yastrzemski, Mike","573262","2022","558","104","54","31","2","17",25.3,10.9,".214",".392",".305","0.697","5","188","73",,".220",".392",".307",".314",".313","89.9","19.9",36.2,"39",11.1,42.5,"99.830966069","94.251098237",22.5,42.9,"351"
"Marte, Starling","516782","2022","505","136","91","24","5","16",19.2,5.1,".292",".468",".347","0.815","18","200","76",,".276",".428",".355",".336",".332","86.8","7.5",38.5,"25",6.8,33.9,"99.153544837","93.595179373",24,49.8,"369"
"Suzuki, Seiya","673548","2022","446","104","66","22","2","14",24.7,9.4,".262",".433",".336","0.769","9","142","54",,".247",".418",".334",".326",".325","89.6","11.2",36.9,"32",11,41.3,"100.244268881","94.350662098",22.8,39,"290"
"Kiermaier, Kevin","595281","2022","221","47","32","8","0","7",27.6,6.3,".228",".369",".281","0.650","6","118","28",,".250",".388",".286",".305",".301","87.9","5.3",33.8,"10",6.9,38.6,"98.886186164","93.570432966",31.9,51.7,"145"
"Lowe, Nathaniel","663993","2022","645","179","123","26","3","27",22.8,7.4,".302",".492",".358","0.850","2","262","74",,".275",".459",".368",".344",".333","90.2","8.2",34.1,"44",9.9,44.8,"101.963916216","95.317229707",24.9,52.2,"446"
"De La Cruz, Bryan","650559","2022","355","83","50","20","0","13",25.4,5.4,".252",".432",".294","0.726","4","173","38",,".287",".498",".313",".355",".327","90.8","9.8",43.6,"29",11.9,47.3,"101.407773607","95.226009918",28.7,49.2,"243"
"Wendle, Joey","621563","2022","371","90","62","24","1","3",13.5,4,".259",".360",".297","0.657","12","94","27",,".250",".331",".289",".276",".289","87.5","3",27.9,"5",1.7,36.2,"98.002213624","93.083673569",16.7,53.2,"301"
"Vavra, Terrin","679631","2022","103","23","19","2","1","1",18.4,11.7,".258",".337",".340","0.677","0","37","14",,".268",".357",".303",".321",".351","87.5","10.7",37.5,"1",1.4,23.6,"96.135936571","92.201115217",23.2,49.6,"72"
"Lindor, Francisco","596019","2022","706","170","114","25","5","26",18.8,8.4,".270",".449",".339","0.788","16","261","98",,".254",".427",".342",".331",".326","89.3","13.8",29.2,"42",8.3,41.3,"99.740565418","94.14308743",22.9,47.8,"504"
"O'Hearn, Ryan","656811","2022","145","32","24","6","1","1",24.1,5.5,".239",".321",".290","0.611","0","58","14",,".271",".425",".272",".327",".321","92.1","13.4",38,"7",7,48,"102.062682041","95.76288949",24.1,49.4,"100"
"Collins, Zack","641470","2022","108","15","7","4","0","4",38,8.3,".155",".320",".231","0.551","0","69","9",,".181",".317",".245",".257",".256","91","20.1",35.1,"5",8.8,40.4,"99.471708621","94.050769123",36.5,41.3,"57"
"Crawford, J.P.","641487","2022","603","126","93","24","3","6",13.3,11.3,".243",".336",".339","0.675","3","123","57",,".255",".337",".306",".315",".353","85.1","8.9",32.4,"9",2,29.7,"96.663647706","92.35483867",14.3,41.3,"445"
"Newman, Kevin","621028","2022","309","79","57","18","2","2",15.5,5.2,".274",".372",".316","0.688","8","66","31",,".260",".332",".303",".285",".304","85.8","13.1",31.7,"4",1.6,27.2,"96.298301429","92.167220464",15.6,48.1,"243"
"Mancini III, Trey","641820","2022","587","124","82","23","1","18",23,9,".239",".391",".319","0.710","0","279","56",,".245",".410",".312",".327",".328","89.5","12.7",39.6,"38",9.8,40.4,"100.078586134","94.256654381",27.4,48.1,"389"
"Kennedy, Buddy","671083","2022","94","18","13","2","2","1",24.5,8.5,".217",".325",".287","0.612","0","29","10",,".196",".280",".271",".255",".275","88.6","13",38.7,"1",1.6,32.3,"96.315206452","92.208401452",21.5,41,"62"
"Arraez, Luis","650333","2022","603","173","133","31","1","8",7.1,8.3,".316",".420",".375","0.795","4","56","88",,".288",".408",".350",".333",".350","88.9","12.9",38.7,"18",3.6,30.2,"96.195004348","92.276757036",7.1,42.9,"507"
"Altuve, Jose","514888","2022","604","158","91","39","0","28",14.4,10.9,".300",".533",".387","0.920","18","150","103",,".269",".440",".397",".354",".362","85.9","16.1",35.4,"34",7.7,29.7,"97.300246419","92.671072541",16.2,44.3,"441"
"Hill, Derek","656537","2022","92","19","16","2","0","1",30.4,5.4,".229",".289",".270","0.559","3","43","8",,".193",".242",".249",".230",".243","85.2","6.6",33.9,"2",3.4,30.5,"97.503475769","92.844909216",30.8,50.9,"59"
"McNeil, Jeff","643446","2022","589","174","125","39","1","9",10.4,6.8,".326",".454",".382","0.836","4","143","73",,".280",".389",".365",".323",".341","86.9","12.8",39,"13",2.7,30.2,"96.275278692","92.172015654",15.9,53.8,"477"
"Cron, C.J.","543068","2022","632","148","88","28","3","29",25.9,6.8,".257",".468",".315","0.783","0","250","79",,".243",".435",".335",".320",".305","88.7","14.2",36.8,"45",10.8,42.3,"101.410198894","94.867484771",24.3,47.7,"416"
"Arozarena, Randy","668227","2022","645","154","90","41","3","20",24.2,7.1,".263",".445",".327","0.772","32","285","72",,".234",".382",".336",".301",".301","89.9","8.8",28.2,"34",7.9,41,"101.17822","94.772195116",28.6,46.1,"432"
"Ibáñez, Andy","628451","2022","128","26","21","4","0","1",16.4,7,".218",".277",".273","0.550","3","41","13",,".214",".344",".249",".272",".270","88.3","14.9",29.6,"6",6.1,39.8,"98.365345102","93.325839694",19.4,46.7,"98"
"Espinal, Santiago","669289","2022","491","120","88","25","0","7",13.8,7.3,".267",".370",".322","0.692","6","117","51",,".263",".348",".305",".298",".319","86.1","14.1",33.8,"13",3.4,31.7,"96.814213298","92.407779843",15.5,46.1,"385"
"Zimmer, Bradley","605548","2022","117","13","6","5","0","2",38.5,4.3,".124",".229",".207","0.436","3","70","18",,".138",".268",".203",".225",".220","87","10.5",21.3,"7",11.5,34.4,"99.040262143","93.699233818",37.4,51.7,"61"
"Rivas III, Alfonso","663845","2022","287","59","49","5","2","3",30.3,10.1,".235",".307",".322","0.629","6","111","27",,".222",".312",".285",".284",".312","86.9","4.9",34.7,"7",4.2,35.3,"98.449898395","93.317647826",26.2,42,"167"
"Taylor, Chris","621035","2022","454","89","51","25","3","10",35.2,9.7,".221",".373",".304","0.677","10","362","45",,".195",".340",".298",".277",".282","87.4","20.4",40.8,"25",10.2,38,"98.711167025","93.447132946",39.9,49.9,"245"
"Peña, Jeremy","665161","2022","558","132","88","20","2","22",24.2,3.9,".253",".426",".289","0.715","11","290","72",,".248",".397",".309",".300",".285","88.1","8.7",32.9,"38",9.7,36.7,"99.803563646","93.99255276",29.7,55.2,"392"
"Naquin, Tyler","571980","2022","334","71","37","19","4","11",27.8,5.7,".229",".423",".282","0.705","4","180","47",,".247",".433",".303",".317",".299","90.3","14.4",39.9,"21",9.6,40.8,"100.892608302","94.925001896",30.5,58,"218"
"Baddoo, Akil","668731","2022","225","41","34","3","2","2",28.4,10.7,".204",".269",".289","0.558","9","104","30",,".192",".270",".256",".253",".278","85","14.2",29.9,"5",3.6,27,"96.42330597","92.211959254",28.1,47.1,"137"
"Longoria, Evan","446334","2022","298","65","38","13","0","14",27.9,9.1,".244",".451",".315","0.766","0","139","31",,".233",".437",".330",".324",".309","91.1","18.2",33.3,"23",12.4,46.8,"101.592486559","95.291511667",29.4,44.4,"186"
"Mitchell, Cal","668751","2022","232","48","32","11","0","5",22.4,7.8,".226",".349",".286","0.635","3","96","21",,".238",".358",".281",".292",".297","89.9","7.5",34,"8",4.9,40.7,"99.042591235","93.818245342",26.6,50.5,"162"
"Candelario, Jeimer","600869","2022","467","93","59","19","2","13",23.3,6,".217",".361",".272","0.633","0","189","49",,".228",".379",".277",".292",".284","87.2","13.5",37,"27",8.3,34.6,"98.352499379","93.27808162",25.4,52.6,"324"
"Happ, Ian","664023","2022","641","155","94","42","2","17",23.2,9,".271",".440",".342","0.782","9","284","72",,".239",".379",".339",".306",".315","89.7","10.9",29.2,"28",6.5,40.4,"100.312408396","94.405566288",27.2,49,"428"
"McGuire, Reese","624512","2022","274","67","49","14","1","3",20.4,4.4,".269",".369",".307","0.676","1","80","25",,".233",".326",".297",".267",".276","87","14.1",33.2,"5",2.5,29.7,"96.374747396","92.217287539",20.8,51.7,"202"
"Raleigh, Cal","663728","2022","415","78","30","20","1","27",29.4,9.2,".211",".489",".284","0.773","1","237","46",,".216",".461",".330",".324",".290","90.9","22.5",36,"39",15.4,43.5,"101.200073622","95.046335375",32.1,52.6,"253"
"Adrianza, Ehire","501303","2022","110","17","14","3","0","0",22.7,10,".175",".206",".264","0.470","1","34","8",,".222",".288",".222",".274",".306","84.6","12.6",30.1,"1",1.4,21.9,"94.938734722","91.55813831",22.2,44.8,"73"
"Ortega, Rafael","542364","2022","371","76","54","14","1","7",19.9,11.9,".241",".358",".331","0.689","12","118","35",,".241",".346",".305",".307",".334","87.2","17.1",37.6,"12",4.8,33.7,"97.447746423","92.750083049",19.3,45.4,"250"
"Taylor, Michael A.","572191","2022","456","105","83","10","3","9",23.9,7.7,".254",".357",".313","0.670","4","226","49",,".223",".358",".297",".289",".288","86.3","12.1",33.5,"21",6.8,32.9,"98.005175695","93.019305249",29.1,51.5,"310"
